gid,gname,gsubname,gname2,gsubname2,gname3,gsubname3,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim
114944,Revolutionary Armed Forces of Colombia (FARC),Victor Saavedra Column,Revolutionary Armed Forces of Colombia (FARC),Alirio Torres Mobile Column,,,1,1,,0,8,0,0,,,0,,,,,,
114945,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,25,0,0,,,,,,,,,
114946,Kangleipak Communist Party (KCP),Yaiphaba faction,,,,,0,,,0,-99,0,1,9,Other,,,,,,,
114947,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
114948,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
114949,Tritiya Prastuti Committee (TPC),,,,,,1,,,0,2,0,0,,,,,,,,,
114950,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
114951,Garo National Liberation Army,,,,,,1,,,0,9,0,0,,,,,,,,,
114952,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,20,0,1,5,Note left at scene,,,,,,,
114953,New Peoples Army (NPA),,,,,,1,,,0,-99,0,0,,,,,,,,,
114954,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
114955,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
114956,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
114957,Boko Haram,,,,,,0,,,0,-99,0,0,,,,,,,,,
114958,Basque Fatherland and Freedom (ETA),,,,,,1,,,0,2,2,0,,,,,,,,,
114959,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
114960,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
114961,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,12,0,,,,,,,,,
114962,Kirat Janabadi Workers Party,,,,,,1,,,0,4,1,0,,,,,,,,,
114963,Kirat Janabadi Workers Party,,,,,,1,,,0,-99,0,0,,,,,,,,,
114964,Abu Sayyaf Group (ASG),,,,,,1,,,0,2,0,0,,,,,,,,,
114965,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
114966,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
114967,Convention of Patriots for Justice and Peace,,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
114968,Peoples Liberation Front of India,,,,,,1,,,0,25,0,0,,,,,,,,,
114969,Taliban,,,,,,1,,,0,-99,3,0,,,,,,,,,
114970,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,50,0,1,5,Note left at scene,,,,,,,
114971,Al-Shabaab,,,,,,0,,,0,4,0,1,8,Personal claim,,,,,,,
114972,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
114973,Democratic Front for the Liberation of Palestine (DFLP),,,,,,0,,,0,1,0,1,9,Other,,,,,,,
114974,Tawhid and Jihad (Palestine),,,,,,0,,,0,-99,2,1,10,Unknown,,,,,,,
114975,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,1000,0,0,,,,,,,,,
114976,Jamaah Ansharut Tauhid (JAT),,,,,,1,,,0,1,-99,0,,,,,,,,,
114977,Arab Peoples Group,,,,,,1,,,0,8,8,0,,,,,,,,,
114978,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
114979,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
114980,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,100,0,0,,,,,,,,,
114981,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
114982,Madhesi Peoples Rights Forum (MPRF),,,,,,1,,,0,-99,0,0,,,,,,,,,
114983,Revolutionary Armed Forces of Colombia (FARC),Frente 36,,,,,1,,,0,3,0,0,,,,,,,,,
114984,Garo National Liberation Army,,,,,,1,,,0,-99,0,0,,,,,,,,,
114985,Unknown,,,,,,0,,,0,1,0,0,,,,,,,,,
114986,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
114987,United Democratic Liberation Army (UDLA),,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
114988,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,3,0,0,,,,,,,,,
114989,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
114990,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
114991,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
114992,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
114993,Tehrik-i-Taliban Pakistan (TTP),,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
114994,South Sudan Liberation Army (SSLA),,,,,,1,,,0,-99,0,0,,,,,,,,,
114995,Khumbuwan Mukti Morcha,,,,,,1,,,0,200,0,0,,,,,,,,,
114996,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
114997,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
114998,Tehrik-i-Taliban Pakistan (TTP),,Baloch Liberation Front (BLF),,,,1,,,0,-99,0,0,,,0,,,,,,
114999,Janatantrik Terai Mukti Morcha- Rajan Mukti (JTMM-R),,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
115000,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,3,0,0,,,,,,,,,
115001,Peoples Liberation Front of India,,,,,,1,,,0,-99,0,0,,,,,,,,,
115002,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115003,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115004,Unknown,,,,,,0,,,0,4,0,0,,,,,,,,,
115005,Communist Party of India - Maoist (CPI-Maoist),Praja Pratighatana,,,,,1,,,0,10,0,0,,,,,,,,,
115006,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115007,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
115008,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115009,Tehrik-i-Taliban Pakistan (TTP),,,,,,1,,,0,-99,0,0,,,,,,,,,
115010,Purbo Banglar Communist Party,Lal-Potaka faction,,,,,1,,,0,-99,0,0,,,,,,,,,
115011,Kangleipak Communist Party (KCP),,,,,,0,,,0,-99,0,1,9,Other,,,,,,,
115012,United Liberation Front of Assam (ULFA),Anti-Talks faction,,,,,1,,,0,1,0,0,,,,,,,,,
115013,Unknown,,,,,,0,,,0,4,1,0,,,,,,,,,
115014,Tritiya Prastuti Committee (TPC),,,,,,1,,,0,4,4,0,,,,,,,,,
115015,Garo National Liberation Army,,,,,,1,,,0,3,0,0,,,,,,,,,
115016,Unknown,,,,,,0,,,0,4,0,0,,,,,,,,,
115017,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,4,0,,,,,,,,,
115018,Unknown,,,,,,0,,,0,4,0,0,,,,,,,,,
115019,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115020,Al-Shabaab,,,,,,0,,,0,5,0,1,9,Other,,,,,,,
115021,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
115022,Unknown,,,,,,0,,,0,1,0,0,,,,,,,,,
115023,Unknown,,,,,,0,,,0,2,0,0,,,,,,,,,
115024,Lashkar-e-Jhangvi,,,,,,0,,,0,6,0,1,10,Unknown,,,,,,,
115025,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115026,Peoples Liberation Front of India,,,,,,1,,,0,4,0,0,,,,,,,,,
115027,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,100,0,0,,,,,,,,,
115028,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,1,Letter,,,,,,,
115029,Taliban,,,,,,0,,,0,21,0,1,10,Unknown,,,,,,,
115030,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115031,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115032,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115033,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115034,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115035,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,9,Other,,,,,,,
115036,Tehrik-i-Taliban Pakistan (TTP),Qari Zainuddin faction,,,,,1,,,0,-99,0,0,,,,,,,,,
115037,Unknown,,,,,,0,,,0,80,0,0,,,,,,,,,
115038,Tehrik-i-Taliban Pakistan (TTP),,,,,,1,,,0,-99,0,0,,,,,,,,,
115039,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,20,0,0,,,,,,,,,
115040,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115041,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115042,Lords Resistance Army (LRA),,,,,,1,,,0,15,0,0,,,,,,,,,
115043,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115044,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115045,Unknown,,,,,,0,,,0,2,0,0,,,,,,,,,
115046,Sanghiya Limbuwan Committee (SLC),,,,,,0,,,0,5,5,0,,,,,,,,,
115047,New Peoples Army (NPA),,,,,,1,,,0,10,0,0,,,,,,,,,
115048,New Peoples Army (NPA),,,,,,0,,,0,-99,0,1,9,Other,,,,,,,
115049,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
115050,Ansaru (Jamaatu Ansarul Muslimina Fi Biladis Sudan),,,,,,0,,,0,-99,0,0,,,,,,,,,
115051,Tehrik-i-Taliban Pakistan (TTP),,,,,,0,,,0,2,0,1,2,Call (post-incident),,,,,,,
115052,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115053,Unknown,,,,,,0,,,0,25,0,0,,,,,,,,,
115054,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,
115055,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115056,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,15,0,0,,,,,,,,,
115057,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,250,0,0,,,,,,,,,
115058,Tehrik-i-Taliban Pakistan (TTP),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
115059,Tehrik-i-Taliban Pakistan (TTP),,,,,,0,,,0,2,0,0,,,,,,,,,
115060,Tehrik-i-Taliban Pakistan (TTP),,,,,,0,,,0,4,0,1,2,Call (post-incident),,,,,,,
115061,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,2,0,1,2,Call (post-incident),,,,,,,
115062,Lashkar-e-Taiba (LeT),,,,,,1,,,0,4,1,0,,,,,,,,,
115063,Peoples Liberation Front of India,,,,,,1,,,0,30,0,0,,,,,,,,,
115064,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,50,0,1,9,Other,,,,,,,
115065,Unknown,,,,,,0,,,0,1,0,0,,,,,,,,,
115066,Haqqani Network,,,,,,1,,,0,-99,0,1,4,E-mail,,,,,,,
115067,New Peoples Army (NPA),Sparrow squads (Faction),,,,,1,,,0,3,0,0,,,,,,,,,
115068,Unknown,,,,,,0,,,0,1,2,0,,,,,,,,,
115069,Tehrik-i-Taliban Pakistan (TTP),,,,,,0,,,0,-99,0,1,2,Call (post-incident),,,,,,,
115070,Al-Shabaab,,,,,,1,,,0,-99,0,0,,,,,,,,,
115071,Irish Republican Army (IRA),,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
115072,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115073,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,30,0,0,,,,,,,,,
115074,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115075,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115076,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115077,Taliban,,,,,,0,,,0,4,0,1,9,Other,,,,,,,
115078,Moro Islamic Liberation Front (MILF),,,,,,1,,,0,-99,0,0,,,,,,,,,
115079,Tehrik-i-Taliban Pakistan (TTP),,,,,,0,,,0,20,-99,1,2,Call (post-incident),,,,,,,0
115080,Revolutionary Armed Forces of Colombia (FARC),Frente 6,,,,,1,,,0,4,0,0,,,,,,,,,
115081,Unknown,,,,,,0,,,0,1,0,0,,,,,,,,,
115082,New Peoples Army (NPA),Front Committee 16,,,,,1,,,0,10,0,0,,,,,,,,,
115083,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
115084,Maoists,,,,,,0,,,0,-99,0,0,,,,,,,,,
115085,Tehrik-i-Taliban Pakistan (TTP),,,,,,0,,,0,1,0,1,2,Call (post-incident),,,,,,,
115086,Revolutionary Armed Forces of Colombia (FARC),,,,,,1,,,0,,,0,,,,,,,,,
115087,Revolutionary Armed Forces of Colombia (FARC),,,,,,1,,,0,2,2,0,,,,,,,,,
115088,Kurdistan Workers Party (PKK),,,,,,1,,,0,30,7,0,,,,,,,,,
115089,Boko Haram,,,,,,1,,,0,70,0,0,,,,,,,,,
115090,Lashkar-e-Taiba (LeT),,,,,,1,,,0,4,0,0,,,,,,,,,
115091,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,9,Other,,,,,,,
115092,Revolutionary Armed Forces of Colombia (FARC),Frente Angelino Godoy,,,,,1,,,0,-99,0,0,,,,,,,,,
115093,Tehrik-i-Taliban Pakistan (TTP),,,,,,0,,,0,1,0,1,10,Unknown,,,,,,,
115094,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115095,Taliban,,,,,,0,,,0,1,0,1,2,Call (post-incident),,,,,,,
115096,Boko Haram,,,,,,0,,,0,-99,0,1,9,Other,,,,,,,
115097,Al-Shabaab,,,,,,1,,,0,-99,0,0,,,,,,,,,
115098,Revolutionary Armed Forces of Colombia (FARC),Frente 36,,,,,1,,,0,-99,0,1,8,Personal claim,,,,,,,
115099,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115100,Taliban,,,,,,1,,,0,-99,0,0,,,,,,,,,
115101,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115102,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,9,Other,,,,,,,
115103,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,25,0,0,,,,,,,,,
115104,Ansarul Islam (Pakistan),,,,,,0,,,0,-99,0,1,2,Call (post-incident),,,,,,,
115105,Tehrik-i-Taliban Pakistan (TTP),,,,,,0,,,0,200,0,1,2,Call (post-incident),,,,,,,
115106,Kurdistan Workers Party (PKK),,,,,,1,,,0,100,0,0,,,,,,,,,
115107,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115108,Abu Sayyaf Group (ASG),,,,,,0,,,0,-99,2,0,,,,,,,,,
115109,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115110,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115111,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115112,Earth Liberation Front (ELF),,,,,,0,,,0,1,0,1,7,"Posted to website, blog, etc.",,,,,,,
115113,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115114,Revolutionary Armed Forces of Colombia (FARC),Frente 24 Raúl Eduardo Maecha,,,,,1,,,0,2,0,0,,,,,,,,,
115115,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,14,0,0,,,,,,,,,
115116,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115117,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115118,Unknown,,,,,,0,,,0,1,0,0,,,,,,,,,
115119,Kurdistan Workers Party (PKK),,,,,,0,,,0,-99,0,1,9,Other,,,,,,,
115120,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,50,0,0,,,,,,,,,
115121,Abu Sayyaf Group (ASG),,,,,,0,,,0,4,1,0,,,,,,,,,
115122,Abu Sayyaf Group (ASG),,,,,,1,,,0,5,0,0,,,,,,,,,
115123,Al-Qaida in the Arabian Peninsula (AQAP),,Muslim Brotherhood,,,,0,,,0,-99,0,0,10,Unknown,,,,,,,
115124,Taliban,,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,
115125,Naga National Council (NNC),,,,,,1,,,0,1,0,0,,,,,,,,,
115126,Tehrik-i-Taliban Pakistan (TTP),,,,,,0,,,0,1,0,1,10,Unknown,,,,,,,
115127,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
115128,New Peoples Army (NPA),,,,,,0,,,0,-99,0,1,9,Other,,,,,,,
115129,Right-wing extremists,,,,,,1,,,0,-99,0,0,,,,,,,,,
115130,Unknown,,,,,,0,,,0,1,0,0,,,,,,,,,
115131,Kataib Hezbollah,,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
115132,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115133,Lashkar-e-Islam (Pakistan),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
115134,Boko Haram,,,,,,1,,,0,-99,0,0,,,,,,,,,
115135,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115136,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115137,National Liberation Front of Tripura (NLFT),,,,,,1,,,0,-99,0,0,,,,,,,,,
115138,Lashkar-e-Islam (Pakistan),,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,
115139,Unknown,,,,,,0,,,0,2,0,0,,,,,,,,,
115140,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115141,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115142,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115143,Justice and Equality Movement (JEM),,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
115144,Taliban,,,,,,1,,,0,-99,0,0,,,,,,,,,
115145,Unknown,,,,,,0,,,0,1,0,0,,,,,,,,,
115146,Al-Shabaab,,,,,,1,,,0,1,0,1,8,Personal claim,0,,,,,,
115147,Maoists,,,,,,0,,,0,-99,-99,0,,,,,,,,,
115148,Tehrik-i-Taliban Pakistan (TTP),,,,,,1,,,0,100,0,0,,,,,,,,,
115149,Tehrik-i-Taliban Pakistan (TTP),Darra Adamkhel Chapter,,,,,0,,,0,-99,3,1,2,Call (post-incident),,,,,,,
115150,Tehrik-i-Taliban Pakistan (TTP),,,,,,0,,,0,1,3,1,2,Call (post-incident),,,,,,,
115151,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
115152,Taliban,,,,,,1,,,0,1,0,0,,,,,,,,,
115153,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115154,Tehrik-i-Taliban Pakistan (TTP),,,,,,1,,,0,1,0,0,,,,,,,,,
115155,Al-Qaida in the Arabian Peninsula (AQAP),,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
115156,New Peoples Army (NPA),,,,,,0,,,0,20,0,1,8,Personal claim,,,,,,,
115157,Al-Shabaab,,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
115158,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,15,0,0,,,,,,,,,
115159,Al-Qaida in the Arabian Peninsula (AQAP),,,,,,1,,,0,-99,0,0,,,,,,,,,
115160,Taliban,,,,,,1,,,0,-99,0,0,,,,,,,,,
115161,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,70,0,1,9,Other,,,,,,,
115162,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,70,0,1,9,Other,,,,,,,
115163,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,100,0,1,9,Other,,,,,,,
115164,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,25,0,1,9,Other,,,,,,,
115165,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,150,0,0,,,,,,,,,
115166,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,50,0,0,,,,,,,,,
115167,Taliban,,,,,,1,,,0,200,0,0,,,,,,,,,
115168,Al-Shabaab,,,,,,1,,,0,-99,0,0,,,,,,,,,
115169,Boko Haram,,,,,,0,,,0,-99,0,1,2,Call (post-incident),,,,,,,
115170,Lashkar-e-Islam (Pakistan),,,,,,1,,,0,-99,0,0,,,,,,,,,
115171,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,50,0,0,,,,,,,,,
115172,Unknown,,,,,,0,,,0,1,0,0,,,,,,,,,
115173,Al-Shabaab,,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
115174,Al-Shabaab,,,,,,1,,,0,-99,0,0,,,,,,,,,
115175,Tehrik-i-Taliban Pakistan (TTP),,,,,,1,,,0,-99,0,0,,,,,,,,,
115176,New Peoples Army (NPA),,,,,,0,,,0,3,0,1,8,Personal claim,,,,,,,
115177,Tehrik-i-Taliban Pakistan (TTP),,,,,,1,,,0,1,0,0,,,,,,,,,
115178,Unknown,,,,,,0,,,0,1,0,0,,,,,,,,,
115179,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115180,Taliban,,,,,,0,,,0,1,0,1,8,Personal claim,,,,,,,
115181,Arab Socialist Baath Party of Iraq,,Al-Qaida in Iraq,,,,1,1,,0,2,0,0,,,0,,,,,,
115182,Unknown,,,,,,0,,,0,2,0,0,,,,,,,,,
115183,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,9,Other,,,,,,,
115184,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,6,0,0,,,,,,,,,
115185,Taliban,,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
115186,New Peoples Army (NPA),,,,,,1,,,0,-99,0,0,,,,,,,,,
115187,New Peoples Army (NPA),,,,,,1,,,0,50,0,0,,,,,,,,,
115188,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,1,Letter,,,,,,,
115189,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
115190,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115191,Al-Shabaab,,,,,,1,,,0,-99,0,0,,,,,,,,,
115192,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115193,Jemaah Islamiya (JI),,,,,,1,,,0,-99,0,0,,,,,,,,,
115194,Moro Islamic Liberation Front (MILF),Bangsamoro Islamic Freedom Fighters,,,,,1,,,0,2,0,0,,,,,,,,,
115195,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115196,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115197,Unknown,,,,,,0,,,0,1,0,0,,,,,,,,,
115198,Boko Haram,,,,,,1,,,0,8,0,0,,,,,,,,,
115199,Al-Shabaab,,,,,,1,,,0,-99,0,0,,,,,,,,,
115200,Al-Shabaab,,,,,,1,,,0,-99,0,0,,,,,,,,,
115201,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,12,0,0,,,,,,,,,
115202,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115203,Taliban,,,,,,0,,,0,9,0,1,,,,,,,,,
115204,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115205,Communist Party of India - Maoist (CPI-Maoist),,,,,,0,,,0,-99,0,1,9,Other,,,,,,,
115206,Al-Shabaab,,,,,,1,,,0,-99,0,0,,,,,,,,,
115207,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115208,Al-Qaida in the Arabian Peninsula (AQAP),,,,,,1,,,0,-99,0,0,,,,,,,,,
115209,Earth Liberation Front (ELF),,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
115210,Taliban,,,,,,1,,,0,-99,0,0,,,,,,,,,
115211,Taliban,,,,,,1,,,0,-99,0,0,,,,,,,,,
115212,National Socialist Council of Nagaland-Khaplang (NSCN-K),,,,,,1,,,0,-99,0,0,,,,,,,,,
115213,National Liberation Front of Tripura (NLFT),,,,,,1,,,0,5,0,0,,,,,,,,,
115214,Kuki Liberation Army (KLA),,,,,,1,,,0,2,0,0,,,,,,,,,
115215,Boko Haram,,,,,,1,,,0,3,0,0,,,,,,,,,
115216,Joint Meeting Parties (JMP),,,,,,1,,,0,-99,0,0,,,,,,,,,
115217,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115218,Boko Haram,,,,,,1,,,0,5,0,0,,,,,,,,,
115219,National Front for the Revolution in Burundi (FRONABU-Tabara),,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,
115220,Al-Qaida in the Islamic Maghreb (AQIM),,,,,,0,,,0,-99,0,1,8,Personal claim,,,,,,,
115221,Al-Shabaab,,,,,,1,,,0,-99,0,0,,,,,,,,,
115222,Provisional RSPCA,,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
115223,New Peoples Army (NPA),,,,,,1,,,0,200,0,0,,,,,,,,,
115224,New Peoples Army (NPA),,,,,,1,,,0,40,0,0,,,,,,,,,
115225,Unknown,,,,,,0,,,0,550,3,0,,,,,,,,,
115226,Unknown,,,,,,0,,,0,550,0,0,,,,,,,,,
115227,Al-Qaida in the Arabian Peninsula (AQAP),,,,,,1,,,0,3,0,0,,,,,,,,,
115228,Unknown,,,,,,0,,,0,800,0,0,,,,,,,,,
115229,Communist Party of India - Maoist (CPI-Maoist),Kashipur-Niyamgiri Area Committee,,,,,0,,,0,50,0,1,5,Note left at scene,,,,,,,
115230,Animal Liberation Front (ALF),Europe,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
115231,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,15,0,0,,,,,,,,,
115232,Muslim Separatists,,,,,,0,,,0,-99,0,1,7,"Posted to website, blog, etc.",,,,,,,
115233,Adivasi Peoples Army (APA),,National Democratic Front of Bodoland (NDFB),,,,0,,,0,-99,0,1,4,E-mail,0,,,,,,
115234,Abu Sayyaf Group (ASG),,,,,,0,,,0,-99,-99,0,,,,,,,,,
115235,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,
115236,Unknown,,,,,,0,,,0,2,0,0,,,,,,,,,
115237,Communist Party of India - Maoist (CPI-Maoist),,,,,,1,,,0,-99,0,0,,,,,,,,,
115238,Al-Shabaab,,,,,,0,,,0,-99,0,1,10,Unknown,,,,,,,
115239,Indian Mujahideen,,,,,,1,,,0,-99,0,0,,,,,,,,,
115240,Khorasan jihadi group,,,,,,1,,,0,-99,0,1,1,Letter,,,,,,,
