gid,weaponid,attackid
118732,12383,3
118711,12383,3
118790,12383,1
118799,12383,3
118943,12383,3
118986,12383,3
119187,12383,3
119380,12383,3
116179,12383,3
118358,19316,3
116347,19316,3
115930,19316,3
126190,19316,3
114468,19317,3
111838,19318,6
111772,19319,3
102470,12383,3
114475,19320,3
114476,19321,3
111902,19322,3
111902,19323,1
112156,19324,3
119414,12383,3
112093,15133,3
116135,12383,3
111835,19325,2
111835,19326,2
114902,19326,2
114483,19327,7
114980,19327,7
102619,10005,2
105111,12383,3
118418,12383,3
119580,12383,3
119586,12383,3
119767,12383,3
118587,12383,3
119969,12383,3
120066,12383,3
120198,12383,3
111772,19328,3
100418,19328,3
100418,19328,1
112948,15133,1
120225,12383,3
120324,12383,1
117579,12383,3
112620,15133,3
119149,19328,3
101844,12383,1
120416,12383,3
120444,12383,3
114490,19329,3
111772,19330,3
106467,19331,9
100419,12383,3
120491,12383,3
120550,12383,3
120623,12383,3
111772,19332,3
114493,19333,3
113748,15133,3
120643,12383,3
116318,12383,3
120670,12383,3
111772,19334,1
119469,12383,3
115901,12383,3
120797,12383,3
120782,12383,3
114495,19335,7
114496,19336,2
111772,19337,3
113855,15133,3
111772,19338,3
113912,15133,3
121140,12383,3
111816,19339,2
111772,19339,2
114501,19340,1
114501,19341,3
100185,10014,1
119022,12383,3
116054,12383,3
111772,19342,3
120848,12383,3
118887,19342,3
114513,19343,3
121195,12383,3
120997,12383,3
121316,12383,3
116721,12383,3
114517,19344,8
114519,19345,3
121381,12383,3
114035,15133,3
114525,19346,3
111772,19347,3
114544,19348,3
116179,19348,3
114547,19349,3
111772,19349,3
117233,12383,3
121467,12383,3
111772,19350,2
111772,19350,1
116195,19350,2
100418,19350,2
102914,19350,2
116088,19350,2
116318,19350,2
123742,19350,2
121223,19350,2
124384,19350,2
121255,12383,3
120387,12383,3
121508,12383,3
121573,12383,3
121580,12383,3
121584,12383,3
117289,12383,3
121617,12383,3
120659,12383,3
116026,12383,1
121721,12383,3
121730,12383,3
103683,12383,3
102470,12383,5
121927,12383,3
102891,12383,3
122130,12383,3
118883,12383,3
121377,12383,3
122166,12383,3
122333,12383,3
116374,12383,3
122580,12383,3
122634,12383,3
122703,12383,3
122905,12383,3
122906,12383,3
122935,12383,3
122943,12383,3
122962,12383,3
122988,12383,3
122991,12383,3
123065,12383,3
123178,12383,3
116952,12383,3
116279,12383,3
123402,12383,3
115930,12383,3
123530,12383,3
123583,12383,3
119051,12383,3
123693,12383,3
116394,12383,3
118912,12383,3
101984,19350,2
111969,15133,3
112144,15133,3
114448,15133,3
111824,15133,3
112770,15133,3
114642,15133,3
114661,15133,3
114663,15133,3
114792,15133,3
111955,15133,3
115040,15133,3
115074,15133,3
101844,19350,2
123787,12383,3
126549,19350,6
102470,19350,1
102049,19350,6
127633,19350,2
116012,12383,3
123809,12383,3
119025,12383,3
123845,12383,3
123854,12383,3
116439,19350,2
123529,12383,1
121804,12383,3
129239,19350,2
116636,19350,2
124040,12383,3
115057,15133,3
117835,19350,2
124274,19350,2
130882,19350,2
124128,12383,3
124131,12383,3
130946,19350,2
119025,19350,6
113519,15133,3
124168,12383,3
124256,12383,3
124233,12383,3
124327,12383,3
122366,12383,3
100418,12383,6
124474,12383,3
124490,12383,3
124507,12383,3
124628,12383,3
116640,12383,3
111865,15133,3
114994,15133,3
100418,15133,3
116840,15133,3
116026,15133,3
131537,19350,1
118233,12383,3
132407,19350,2
114549,19351,8
114546,19352,3
111772,19353,3
114558,19354,7
124743,12383,3
124773,12383,3
111838,19354,7
116392,19354,7
100418,19354,7
119827,19354,2
119968,19354,7
120275,19354,7
122644,19354,7
122899,19354,7
115963,15133,3
115901,15133,3
123528,19354,7
102690,10005,1
125456,19354,7
124830,12383,3
124831,12383,3
126212,19354,7
126226,19354,7
130551,19354,7
102391,12383,3
124842,12383,3
124890,12383,3
124891,12383,3
131261,19354,7
124958,12383,3
114561,19355,3
118887,15133,3
115978,15133,1
112140,19355,3
111772,19356,3
126012,10001,6
124991,12383,3
105816,10023,6
127657,15133,3
116195,15133,3
115907,15133,3
116374,15133,1
118358,15133,3
111772,19357,2
112204,19358,6
125028,12383,3
116352,12383,3
105711,15134,3
125062,12383,3
126014,10001,7
118313,10001,9
117919,12383,3
104444,12383,3
125306,12383,3
125382,12383,3
100006,12383,3
105711,15135,3
116166,12383,3
117800,12383,3
125588,12383,3
118284,12383,3
125210,12383,3
105711,15136,3
125589,12383,3
111772,15136,3
125659,12383,3
121783,12383,3
105711,15137,3
105711,15138,3
125703,12383,1
125825,12383,3
114746,19358,3
111772,19358,3
116727,12383,3
125859,12383,3
107582,15139,3
125900,12383,3
109258,15140,3
105711,15141,3
114572,19359,8
105942,19360,3
117140,12383,3
125930,12383,3
126040,12383,3
105008,12383,3
116738,12383,1
116179,12383,1
126274,12383,3
126280,12383,3
116671,12383,3
126291,12383,3
126301,12383,3
123304,12383,3
126308,12383,3
118229,12383,3
111902,19361,7
112082,19361,7
111772,19362,3
126019,10001,9
118871,12383,3
126319,12383,3
123714,12383,3
126461,12383,3
115996,12383,3
116347,12383,1
126602,12383,3
126667,12383,3
114577,19363,2
114581,19364,3
112631,19365,3
105745,15142,3
123247,10020,7
112631,19366,3
126681,12383,3
126706,12383,1
126709,12383,3
126721,12383,3
126738,12383,1
105711,15143,3
126778,12383,3
126792,12383,3
111808,19367,3
111772,19368,2
112631,19369,3
111838,19370,3
126834,12383,3
109264,15144,2
125566,12383,3
126911,12383,3
111902,19371,1
126978,12383,3
127006,12383,3
104443,12383,1
121899,12383,3
115978,12383,1
127225,12383,3
127303,12383,3
127349,12383,3
125399,12383,3
111772,19372,1
111902,19373,2
117903,12383,3
127410,12383,3
127421,12383,3
127487,12383,3
101844,15145,3
123637,12383,3
116195,12383,3
114599,19374,2
124889,12383,3
111865,19375,3
106467,19376,3
127663,12383,3
127731,12383,3
109268,15146,3
120786,12383,1
127862,12383,3
127900,12383,3
125566,12383,1
126025,10001,6
107043,15147,3
128031,12383,3
115928,12383,3
128220,12383,3
109115,15148,3
109274,15149,3
128242,12383,1
109139,12383,3
117462,12383,3
128384,12383,3
111772,19377,2
103514,10005,2
111772,19378,1
111892,19379,3
128474,12383,3
128487,12383,3
128586,12383,3
128600,12383,3
116738,12383,3
128671,12383,3
116560,12383,3
106118,15150,1
128880,12383,3
112170,19380,3
114607,19381,7
112694,19382,7
118527,19382,7
109278,15151,1
129079,12383,3
129108,12383,3
116773,12383,3
100197,12383,3
124342,12383,3
129176,12383,1
129230,12383,3
109279,15152,3
121856,12383,3
129385,12383,3
129021,19382,7
111841,19383,2
114452,19384,3
111955,19385,2
116557,12383,3
100652,15153,3
129502,12383,3
109115,15154,3
129626,12383,3
126028,10001,9
116621,12383,3
111772,19386,3
114623,19387,3
115907,19387,3
100418,19387,3
120262,12383,3
123136,12383,3
129812,12383,3
129828,12383,3
129904,12383,3
109275,15155,3
105711,15155,3
114624,19388,3
114629,19389,8
130027,12383,3
126029,10001,9
114770,19389,8
111778,19390,3
112608,19390,1
103421,10005,5
111778,19390,1
130028,12383,3
124068,12383,3
119008,12383,3
109285,15156,3
109287,15157,7
109287,15158,1
105711,15159,3
102531,15159,3
105711,15160,3
105711,15161,3
100424,10014,3
114637,19391,6
130111,12383,3
105745,15162,3
130126,12383,3
130164,12383,3
114949,19391,2
116149,19391,2
111772,19392,3
105842,10023,6
130226,12383,3
117253,12383,3
124530,12383,3
130423,12383,1
130471,12383,3
105711,15163,3
130482,12383,3
130496,12383,3
105711,15164,3
105711,15165,3
106182,15166,3
106182,15167,3
107051,15168,3
105711,15170,6
109302,15171,2
106182,15172,1
109303,15173,9
109303,15174,6
120723,12383,3
130563,12383,3
130564,12383,3
130584,12383,3
105745,15175,3
130587,12383,3
130607,12383,3
130707,12383,1
130754,12383,3
130852,12383,3
130870,12383,3
129259,12383,3
118081,12383,3
130892,12383,3
130938,12383,3
130995,12383,3
131049,12383,5
131127,12383,3
131170,12383,1
131238,12383,3
131258,12383,3
102531,15176,2
117212,12383,3
131409,12383,3
131422,12383,3
111772,19393,3
112140,19394,3
114347,19395,3
111772,19396,3
113648,19397,3
114347,19398,2
114658,19399,3
114659,19400,3
126636,12383,3
109305,15177,6
131448,12383,1
131464,12383,3
131469,12383,3
131471,12383,3
131518,12383,3
114349,19401,2
111772,19402,3
111772,19403,3
111772,19404,3
114666,19405,3
114667,19406,1
114474,19406,3
114674,19407,3
131553,12383,3
127459,12383,3
114676,19408,3
114677,19409,3
114681,19410,4
131571,12383,3
131631,12383,3
105711,15178,3
131657,12383,3
131658,12383,3
105711,15180,3
108027,15181,3
131670,12383,3
114682,19411,2
122662,12383,1
109306,15182,2
131688,12383,3
114335,19412,3
114335,19413,3
114688,19414,3
111778,19415,3
114811,19415,3
114825,19415,1
131689,12383,3
131734,12383,3
131748,12383,3
112553,19415,3
122154,12383,3
131839,12383,3
105711,15183,3
105869,15184,2
116529,10001,9
114856,19415,3
125399,10006,3
114689,19416,6
114116,19416,1
116149,19416,2
131943,12383,3
132015,12383,3
132019,12383,3
132090,12383,3
132100,12383,3
132116,12383,3
125875,12383,3
132168,12383,3
109044,15185,3
128404,12383,3
115963,12383,3
132210,12383,3
115905,12383,1
123785,12383,3
132616,12383,3
132674,12383,3
132735,12383,3
132751,12383,3
132795,12383,1
132855,12383,3
131917,12383,3
116468,19416,2
109309,15186,3
120774,12383,3
132884,12383,3
115963,19416,2
116526,19416,2
118116,19416,2
116056,19416,2
124092,12383,3
100003,12384,8
105711,15187,3
105139,12385,9
100011,12386,8
115084,19416,2
119908,19416,2
120425,19416,2
120449,19416,1
109310,15188,6
109310,12387,5
109314,15189,6
120868,19416,6
100646,12388,3
105862,15190,1
109317,15191,3
105711,15192,3
105715,15193,3
111772,15193,3
101510,12389,2
105159,12390,7
100655,12391,3
100003,12392,2
100418,19416,5
120683,19416,6
100003,12393,2
105161,12394,7
105161,12395,7
100011,12396,4
120685,19416,6
120685,12397,7
120685,12398,5
100003,12399,8
113222,15193,3
114588,15193,1
105186,12400,2
101984,19416,2
114588,15193,3
102811,12401,2
116015,19416,2
102669,12401,3
103819,12402,3
116344,10001,9
101278,12402,3
104519,12402,3
105328,12402,3
124000,19416,1
118871,19416,6
124241,19416,2
119866,19416,2
102470,19416,6
120267,19416,2
102669,12402,3
100011,12402,3
102811,12402,3
117919,19416,1
125327,19416,6
125755,19416,2
125966,19416,6
104836,12402,3
100418,19416,2
100003,12403,8
105198,12404,4
104414,12405,2
105203,12406,3
105204,12407,8
100418,19416,1
100003,12408,3
100003,12409,5
100003,12410,1
100209,12411,1
100209,12412,5
105222,12413,4
105224,12414,1
122771,19416,6
115930,19416,2
127810,19416,6
128105,19416,2
128198,19416,2
100003,12415,3
128601,19416,2
105198,12416,4
100003,12417,4
100003,12418,2
128837,19416,2
105243,12419,7
102811,12420,2
102811,12421,2
100003,12422,1
105252,12423,3
104123,12424,2
103026,12425,7
102470,19416,1
125733,19416,2
129208,19416,6
100003,12426,1
123376,19416,2
129290,19416,2
100003,12427,3
105268,12428,1
100003,12429,3
100003,12430,5
100003,12431,3
117220,10001,9
118843,19416,2
102811,10005,5
100003,12431,2
127148,19416,2
117919,19416,2
117919,19416,6
100418,19416,6
116195,19416,2
132784,19416,1
111772,19417,2
111772,19418,1
114349,19419,1
112339,19420,3
104053,12432,3
105285,12432,3
105281,12433,5
100003,12434,1
104799,12435,2
104799,12436,5
105295,12438,2
114698,19421,2
117212,19421,2
100003,12439,7
102988,12440,3
100003,12441,1
100655,12442,9
111778,15193,1
111772,19422,3
100003,12442,9
100003,12442,1
105635,12442,9
100003,12443,2
100003,12443,1
100003,12444,7
100418,15193,3
111772,19423,3
114702,19424,6
100611,10014,3
111838,19425,3
104547,12445,3
104939,12446,7
105332,12447,3
105335,12448,8
104792,12449,3
114706,19426,7
100655,12450,3
112144,19427,3
111902,19428,3
114712,19429,3
104547,12451,3
101339,12452,3
100003,12453,3
105340,12454,3
105711,12454,3
106547,12454,3
108200,12454,3
105745,12454,3
114714,19430,2
111841,19431,2
110150,12454,3
114116,19432,3
111772,19432,3
110323,12454,3
108408,12454,3
109471,12454,3
111772,19433,3
111982,19434,2
108027,12454,3
105816,12454,3
111013,12454,3
105715,12454,3
111118,12454,3
111176,12454,3
111237,12454,3
111366,12454,3
112140,19435,2
112550,19435,2
111772,19436,2
111772,19437,3
111772,19438,3
111367,12454,3
105733,12454,3
105919,12454,3
111612,12454,3
111660,12454,3
111772,19438,1
118006,19438,1
118006,10006,3
100418,19438,3
111669,12454,3
115901,19438,3
105946,12454,3
108929,12454,3
111722,12454,3
111725,12454,3
111159,12454,3
106928,12454,3
101861,15193,3
118587,19438,3
112143,12454,3
116179,19438,1
118887,19438,1
132141,19438,3
100418,19438,1
112932,12454,3
109321,15194,6
109324,15195,7
117010,10006,3
112864,12454,3
105715,15196,3
109327,15197,3
112903,12454,3
112862,12454,3
105340,12455,2
100003,12456,3
114723,19439,3
111772,19440,3
101414,12457,9
107414,15198,3
102780,12458,2
100003,12459,2
102415,12460,3
105351,12461,3
100861,12462,3
100861,19441,3
101144,12463,3
105370,12464,3
105382,12465,3
100003,12466,7
109337,15199,6
113939,19441,3
105393,12467,7
102988,12468,8
100003,12468,1
105394,12469,3
126844,10006,3
112553,19441,1
109115,15200,3
105395,12470,2
114731,19442,7
114734,19443,3
109338,15201,1
104918,12472,2
100238,12473,8
102108,10005,5
102639,10005,2
111775,19444,3
111778,19445,3
111772,19446,3
114736,19447,8
112593,19448,2
105416,12473,8
105414,12474,7
105426,12475,8
100003,12476,1
101339,12477,3
104151,12478,3
101339,12479,3
105433,12480,2
109366,15201,1
114738,19449,2
111772,19450,7
114318,19451,3
100003,12481,3
105711,15202,3
108027,15203,3
109254,15204,3
109215,15205,3
109229,15206,3
105711,15207,3
105711,15208,3
111865,19452,3
114737,19453,3
111838,19453,3
126066,10001,7
104083,12482,3
105351,12483,3
100238,12484,2
100003,12485,3
105459,12486,3
105460,12487,7
105461,12488,7
100003,12489,7
101844,12490,2
105468,12491,7
100418,19453,3
116840,19453,3
126075,10001,6
115084,19453,3
105816,10023,1
114744,19454,3
111835,19455,2
111772,19456,3
105479,12492,5
103970,12493,3
105483,12494,3
100003,12495,2
111772,19457,3
105432,12496,7
100184,12497,3
105511,12498,3
100003,12500,3
105432,12501,7
109078,15209,3
126078,10001,9
111772,19458,3
113540,19459,7
105525,12502,2
105528,12503,3
105530,12504,8
111772,19460,3
100003,12506,1
112657,19461,3
105541,12507,3
111772,19461,3
121552,10001,6
119892,19461,3
100418,19461,3
120208,19461,1
126087,10001,6
111772,19462,3
105711,15209,3
105542,12508,3
126088,10001,6
111772,19463,1
113923,19464,3
111772,19465,7
111772,19466,3
114554,19467,2
100003,12509,8
105547,12510,7
111772,19468,3
111772,19469,3
109345,15210,3
114771,19470,3
108173,15211,3
100003,12511,3
114774,19471,3
114780,19472,1
111772,19473,3
105551,12512,3
105557,12513,3
111838,19474,3
114790,19475,1
109349,15212,5
105559,12514,3
114791,19476,3
114793,19477,3
114855,19477,3
114794,19478,2
111772,19479,3
114798,19480,1
111772,19481,3
126112,10001,6
111835,19482,2
111772,19483,2
105560,12515,2
106345,15213,2
114800,19484,3
111772,19485,2
112428,19486,1
111772,19487,3
112770,19488,7
113212,19489,7
105561,12516,2
100287,12517,3
105572,12518,3
106673,12518,3
106916,12518,3
107227,12518,3
105780,15214,3
107318,12518,3
103490,10005,1
111772,19490,3
107328,12518,3
107394,12518,3
106351,15215,7
108611,12518,3
106467,12518,3
113243,12518,3
114806,19491,7
115119,19491,7
111772,19492,3
114469,19493,3
114814,19494,3
111772,19495,3
111778,19496,2
114820,19497,3
111772,19498,3
111969,19499,3
105578,12519,7
100437,12520,2
105586,12521,4
100003,12522,7
111772,19500,3
111772,19501,3
111778,19502,3
111772,19502,3
100655,12523,3
100424,12524,3
105878,15216,2
100003,12525,7
100003,12526,7
100003,12527,1
100003,12528,3
100238,12529,4
111772,19503,3
111841,19504,2
111841,12530,3
100003,12531,6
109354,15217,3
109208,15218,3
125906,10001,9
105669,12532,1
105675,12533,3
105675,12534,7
105690,12535,8
105706,12536,3
105713,12537,3
105741,12537,3
105711,12537,3
105733,12537,3
105780,12537,3
105773,12537,3
105779,12537,3
105821,12537,3
105810,12537,3
105852,12537,3
105852,12537,2
105951,12537,3
105962,12537,3
105983,12537,3
111772,19505,3
105985,12537,3
105990,12537,3
106012,12537,3
106001,12537,3
105950,12537,3
106031,12537,3
106046,12537,3
105715,12537,3
105788,12537,3
105765,12537,3
106291,12537,3
106337,12537,3
106341,12537,3
106342,12537,3
106277,12537,3
105893,12537,3
105993,12537,3
106436,12537,3
106466,12537,3
106602,12537,3
105946,12537,3
106633,12537,3
106697,12537,3
107075,12537,3
107047,12537,3
114828,19506,3
111838,19507,3
111838,19508,3
111772,19509,8
111772,19510,3
107083,12537,3
105816,12537,3
106541,12537,3
107146,12537,3
107152,12537,3
107198,12537,3
107209,12537,3
106540,12537,3
105872,12537,3
107667,12537,2
107695,12537,3
107710,12537,3
105605,10002,3
114846,19511,3
111772,19512,3
107767,12537,3
107808,12537,3
107819,12537,3
107846,12537,3
114849,19513,3
106484,12537,3
108173,12537,3
106019,12537,3
108182,12537,3
106558,12537,3
108236,12537,3
111772,19514,3
108925,10023,2
111772,19515,3
107338,12537,3
108262,12537,3
114850,19516,3
114859,19517,7
111772,19518,3
111778,19519,3
105838,15219,8
108268,12537,3
114866,19520,3
111778,19521,3
114872,19522,1
114873,19523,3
111772,19524,8
108282,12537,3
105726,12537,3
132102,19524,1
114877,19525,2
111772,19525,1
115291,19525,2
126120,10001,9
108404,12537,3
108440,12537,3
108476,12537,3
108725,12537,3
108739,12537,3
108027,12537,3
108808,12537,3
108820,12537,3
106225,12537,3
108860,12537,3
105711,15220,7
116233,19525,2
122559,19525,2
112234,19526,7
111772,19527,3
111772,19528,3
106264,12537,3
108866,12537,3
108872,12537,3
108876,12537,3
108137,12537,3
108901,12537,3
106924,12537,3
108991,12537,3
109041,12537,3
111778,19529,2
108371,12537,3
112234,19530,7
111892,19531,3
111841,19532,2
111772,19533,3
112028,19534,8
111772,19535,3
111772,19536,2
111772,19537,3
119998,19537,3
109070,12537,1
109077,12537,3
126125,10001,9
126125,10006,3
111841,19538,2
111947,19538,2
111841,19539,3
111841,19540,2
111772,19541,3
111772,19542,3
111841,19543,2
116173,19543,2
109125,12537,3
109127,12537,3
109129,12537,3
100418,19543,1
101844,19543,2
111772,19544,3
112741,19545,3
112741,19546,3
111852,19547,3
111772,19548,2
111772,19549,3
114998,19549,3
111772,19550,3
114895,19551,3
111841,19552,2
111772,19553,3
105711,15221,7
109140,12537,3
109146,12537,3
114898,19554,3
113909,19555,3
115175,19555,3
114900,19556,7
114901,19557,8
111772,19558,1
106209,12537,3
113047,19559,2
126129,10001,6
111955,19560,6
109355,15222,2
111902,19561,3
114910,19562,3
109262,12537,3
109318,12537,3
111772,19563,2
111947,19564,3
113314,19564,2
114914,19565,2
116479,19565,2
111841,19566,2
109078,12537,3
105711,12537,1
108130,12537,3
109417,12537,3
109418,12537,3
109426,12537,3
109461,12537,3
109462,12537,3
100418,19566,2
101844,19566,2
114918,19567,7
111947,19568,2
109463,12537,3
109434,12537,3
107582,15223,3
109465,12537,3
109466,12537,3
111772,19569,3
114926,19570,3
109500,12537,3
109500,10023,2
109510,12537,3
118393,19570,3
118577,19570,3
111772,19571,2
109512,12537,3
114927,19572,3
113566,19573,3
111838,19574,2
111772,19575,3
111772,19576,3
109527,12537,3
108437,12537,3
109215,12537,3
109727,12537,3
109012,12537,3
126131,10001,9
111772,19577,3
114931,19578,3
109879,12537,3
109171,12537,3
100652,12537,3
107646,12537,3
109570,12537,3
110098,12537,3
110095,12537,3
110146,12537,3
111772,19579,3
111772,19580,3
110174,12537,3
114932,19581,3
111778,19582,2
111902,19583,3
114935,19584,3
114936,19585,2
114938,19586,2
114947,19586,2
110204,12537,3
110217,12537,3
109356,15224,3
109357,15225,3
109358,15226,3
109372,15226,3
109359,15227,3
105711,15228,3
110223,12537,3
110224,12537,3
110250,12537,3
110255,12537,3
110276,12537,3
110283,12537,3
110283,19587,3
114944,19588,3
114945,19589,2
115008,19589,2
110299,12537,3
115075,19589,6
111772,19590,3
111778,19591,3
110308,12537,3
107400,12537,3
105842,12537,3
110488,12537,3
110490,12537,3
110491,12537,3
110582,12537,3
110586,12537,3
110587,12537,3
110594,12537,3
110595,12537,3
110596,12537,3
111772,19592,3
111772,19593,3
107414,12537,3
110638,12537,3
110651,12537,3
110657,12537,3
110660,12537,3
110662,12537,3
110664,12537,3
110664,15229,7
109361,15230,3
113401,19594,3
109641,10023,2
110677,12537,3
110712,12537,3
110721,12537,3
110740,12537,3
105769,12537,3
110764,12537,3
110770,12537,3
109369,15231,2
110792,12537,3
110804,12537,3
110812,12537,3
110840,12537,3
110843,12537,3
110879,12537,3
110885,12537,3
108925,12537,3
110909,12537,3
110919,12537,3
110930,12537,3
111097,12537,3
111135,12537,3
111156,12537,3
109370,15232,3
111841,19595,3
100418,19595,3
101844,19595,3
109778,19595,3
118349,19595,3
118938,19595,3
111163,12537,3
119214,19595,3
100418,19595,1
120420,19595,3
122518,19595,3
122881,19595,3
111164,12537,3
122899,19595,3
122910,19595,3
122997,19595,3
115905,19595,3
122959,19595,3
111183,12537,3
111192,12537,3
109479,12537,3
111282,12537,3
123133,19595,1
122825,19595,3
123191,19595,3
111287,12537,3
111335,12537,3
111336,12537,3
111344,12537,3
111357,12537,3
123146,19595,3
123278,19595,3
123058,19595,3
123238,19595,3
125115,19595,1
125465,19595,3
118093,19595,3
100419,19595,3
128866,19595,3
129701,19595,3
130031,19595,3
111388,12537,3
111407,12537,3
111418,12537,1
111419,12537,3
126140,10001,9
126954,19595,3
111420,12537,3
130483,19595,3
111421,12537,3
117210,19595,3
132078,19595,3
132565,19595,3
125927,19595,3
118098,19595,3
111892,19596,3
108280,15233,3
111429,12537,3
107751,12537,3
109243,15234,3
111464,12537,3
111772,19597,2
111778,19598,2
111772,19599,3
111772,19600,3
111772,19601,3
111467,12537,3
111474,12537,3
111475,12537,3
106928,15235,3
106067,12537,3
111772,19602,3
111494,12537,3
114959,19603,1
123629,19603,2
129475,19603,2
111517,12537,3
111521,12537,3
105711,15236,3
111532,12537,3
114961,19604,3
111772,19605,3
100418,19605,3
125034,19605,3
116526,19605,3
129824,19605,3
111892,19606,3
111772,19607,3
115331,19607,3
111835,19608,3
114968,19609,7
111772,19610,3
111772,19611,3
111533,12537,3
114970,19612,6
111838,19613,3
125133,19613,3
111778,19614,3
112278,19615,3
114978,19616,7
111772,19617,1
111535,12537,3
111542,12537,3
111534,12537,3
110636,12537,3
111010,12537,3
111559,12537,3
111561,12537,3
109160,15237,3
100418,19617,3
115084,19617,3
111563,12537,3
122333,19617,3
124963,19617,3
122662,19617,3
111570,12537,3
111571,12537,3
111575,12537,3
107574,12537,3
111582,12537,3
113624,19618,2
114409,19619,2
111588,12537,3
111838,19620,2
115158,19620,2
114984,19621,2
111772,19622,3
111772,19623,3
127325,19623,3
111772,19624,3
111772,19625,1
111772,19626,3
111772,19627,2
109471,12537,3
111593,12537,1
111772,19628,3
101805,12537,3
111603,12537,3
111606,12537,3
111608,12537,3
111623,12537,3
111624,12537,3
111625,12537,3
111638,12537,3
111650,12537,3
111686,12537,3
111704,12537,3
111707,12537,3
111714,12537,3
103428,10005,2
111772,19629,3
111772,19630,2
111772,19631,3
111715,12537,3
111718,12537,3
100111,10014,1
100624,10014,3
111727,12537,3
111731,12537,3
111778,19632,3
111772,19633,2
123312,10001,6
111732,12537,3
111734,12537,3
111737,12537,3
111739,12537,3
111743,12537,3
111772,19634,3
100418,19634,3
111838,19635,3
111746,12537,3
108856,12537,3
111748,12537,3
111749,12537,3
111751,12537,3
111753,12537,3
111772,19636,3
111778,19637,3
111772,19638,3
111772,19639,9
111772,19640,3
111754,12537,3
111756,12537,3
111772,19641,3
111772,19642,3
111757,12537,3
112118,19643,3
111772,19644,2
112467,19645,3
111759,12537,3
114086,19646,3
100418,19646,3
111761,12537,3
111762,12537,3
111159,12537,3
106147,12537,3
105711,15238,3
105745,15238,3
116056,19646,3
115971,19646,3
111766,12537,3
115536,12537,3
117919,19646,3
125553,19646,3
118048,19646,3
115486,12537,3
100418,12537,3
115907,12537,3
116526,12537,3
116817,12537,3
115005,19647,2
111772,19648,2
111772,19648,3
111772,19649,2
114116,19650,2
115911,12537,3
115013,19651,3
111772,19652,3
111594,15238,3
115978,12537,3
116347,12537,3
115084,12537,3
115017,19653,3
117393,12537,3
112550,19654,2
115022,19655,2
111772,19656,3
112092,19657,3
115024,19658,2
118023,15238,3
126162,10001,9
111772,19659,3
115029,19660,3
112278,19661,3
117583,12537,3
117671,12537,3
111902,19662,3
111841,19663,2
117728,12537,3
120131,12537,3
116026,12537,3
120794,12537,3
120823,12537,3
118887,12537,3
121203,12537,3
116135,12537,3
115035,19664,2
113479,19664,7
126179,10001,9
121310,12537,3
121340,12537,3
121403,12537,3
120967,12537,3
120689,12537,3
121587,12537,3
121200,12537,3
111772,19665,3
111772,19666,6
111778,19667,3
111838,19668,3
111772,19669,3
100418,19669,3
117612,12537,3
121636,12537,3
119808,12537,3
121678,12537,3
117289,12537,3
111772,19670,3
121797,12537,3
120778,12537,3
118871,12537,3
117579,12537,3
121955,12537,3
121956,12537,3
121652,12537,3
121966,12537,3
117738,12537,3
117738,12537,6
116344,12537,3
115044,19671,3
103583,10005,1
111772,19672,3
115047,19673,7
112755,19674,3
112862,19675,3
114116,19676,3
100418,19676,1
119223,19676,3
117598,12537,3
122037,12537,3
122108,12537,3
116169,12537,3
121093,12537,3
121657,12537,3
123166,12537,3
100418,19676,3
116783,19676,3
122505,10006,3
116135,19676,1
103229,10005,2
120267,12537,3
115051,19677,3
111772,19678,3
114116,19679,2
112140,19679,2
123617,12537,3
123345,12537,3
121010,12537,3
123662,12537,3
118131,12537,3
116015,12537,3
111772,19679,2
115054,19680,3
113200,19681,3
111772,19682,3
111772,19683,1
111772,19684,3
116673,10001,9
121412,12537,3
122473,12537,3
124162,12537,3
100418,15238,3
118049,15238,3
123006,12537,3
118182,12537,3
124365,12537,3
111772,19685,3
124325,19685,3
111772,19686,3
100044,10018,3
100044,19687,6
117370,12537,3
116374,12537,3
118358,12537,3
125984,12537,3
126134,12537,3
126171,12537,3
111772,19688,2
115067,19689,2
111772,19690,3
112139,19691,2
111808,19692,3
115073,19693,7
111772,19694,3
111775,19695,7
111772,19696,3
111816,19697,7
102561,10005,2
113349,19698,7
111772,19699,3
115079,19700,2
117113,12537,3
111772,19701,3
111981,19702,3
115082,19703,7
111981,19704,5
111772,19705,3
111772,19706,3
115085,19707,3
122813,12537,3
113314,19708,2
111772,19709,3
111772,19710,3
115089,19711,2
111772,19712,3
126197,10001,9
126202,10001,6
116060,15238,3
126632,12537,3
125678,12537,3
126814,12537,3
126609,12537,3
124841,12537,3
126804,12537,3
127109,12537,3
127162,12537,3
118142,15238,3
111772,19713,7
115092,19714,3
115093,19715,3
111772,19716,1
115094,19717,3
115096,19718,3
123842,12537,3
126921,12537,3
118149,15238,3
125532,12537,3
112573,19719,3
111772,19720,3
111841,19721,2
116671,15238,3
111772,19722,3
126204,10001,6
115105,19723,3
126209,10001,7
126219,10001,9
120793,10001,9
111772,19724,3
115107,19725,2
112092,19726,3
112144,19727,2
127957,12537,3
128141,12537,3
101861,15238,3
128403,12537,3
127656,12537,3
129453,12537,3
127207,12537,1
116619,15238,3
121020,12537,3
118887,12537,1
129898,12537,3
129927,12537,3
121664,10001,6
126233,10001,9
115112,19728,3
115113,19729,6
115339,19729,8
125336,19729,8
115114,19730,4
